# source: Mustafa Insel, 1990 PhD thesis, Figure 359
# source_location: printed page 358; PDF page 368
# source-only two-pass trace; no michell output used in extraction or reconciliation
figure,source_printed_page,source_pdf_page,separation_over_length,model,hull,line_style,relative_position_pass_a,relative_position_pass_b,fn_anchor,fn,tau,fn_digitization_uncertainty,tau_digitization_uncertainty,pass_count,adjudication,fn_a,tau_a,fn_b,tau_b,fn_pass_difference,tau_pass_difference,pass_a_x_px,pass_a_y_px,pass_b_x_px,pass_b_y_px
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.570,0.5700001,1.4151466,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5699999,1.4118908,0.5700002,1.4184024,0.0000002,0.0065117,1510.511,865.889,1510.467,862.721
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.575,0.5749999,1.3980456,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5750001,1.3955777,0.5749998,1.4005134,0.0000002,0.0049357,1520.889,874.163,1520.833,871.780
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.580,0.5800001,1.3595412,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5800002,1.3620722,0.5800000,1.3570103,0.0000002,0.0050619,1531.267,891.157,1531.200,893.810
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.585,0.5850000,1.3422474,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5849998,1.3472338,0.5850002,1.3372611,0.0000004,0.0099728,1541.644,898.683,1541.567,903.811
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.590,0.5899999,1.3294569,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5899999,1.3337579,0.5899998,1.3251560,0.0000001,0.0086019,1552.022,905.518,1551.933,909.941
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.595,0.5950000,1.3085708,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5950000,1.3143987,0.5950000,1.3027429,0.0000000,0.0116558,1562.400,915.337,1562.300,921.291
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.600,0.6000001,1.3008928,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6000001,1.3022279,0.6000002,1.2995577,0.0000001,0.0026703,1572.778,921.510,1572.667,922.904
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.605,0.6050000,1.2639169,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6050002,1.2649231,0.6049998,1.2629107,0.0000004,0.0020124,1583.156,940.431,1583.033,941.462
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.610,0.6099999,1.2607401,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6099998,1.2617705,0.6100000,1.2597097,0.0000002,0.0020608,1593.533,942.030,1593.400,943.083
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.615,0.6150001,1.2480423,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6149999,1.2484819,0.6150002,1.2476027,0.0000002,0.0008792,1603.911,948.770,1603.767,949.214
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.620,0.6199999,1.2369558,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6200001,1.2377642,0.6199998,1.2361473,0.0000002,0.0016169,1614.289,954.206,1614.133,955.015
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.625,0.6250001,1.2233176,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6250002,1.2261376,0.6250000,1.2204976,0.0000002,0.0056400,1624.667,960.103,1624.500,962.940
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.630,0.6300000,1.2098054,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6299998,1.2125769,0.6300002,1.2070340,0.0000004,0.0055429,1635.044,966.981,1634.867,969.758
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.635,0.6349999,1.1977275,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6349999,1.1994795,0.6349998,1.1959755,0.0000001,0.0035040,1645.422,973.624,1645.233,975.358
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.640,0.6400000,1.1920723,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6400000,1.1914629,0.6400000,1.1926817,0.0000000,0.0012187,1655.800,977.690,1655.600,977.026
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.645,0.6450001,1.1444724,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6450001,1.1441818,0.6450002,1.1447630,0.0000001,0.0005813,1666.178,1001.671,1665.967,1001.292
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.650,0.6500000,1.1240356,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6500002,1.1247003,0.6499998,1.1233709,0.0000004,0.0013295,1676.556,1011.552,1676.333,1012.125
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.655,0.6549999,1.1135219,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6549998,1.1124685,0.6550000,1.1145754,0.0000002,0.0021070,1686.933,1017.756,1686.700,1016.579
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.660,0.6600001,1.1017375,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6599999,1.1015871,0.6600002,1.1018878,0.0000002,0.0003007,1697.311,1023.275,1697.067,1023.004
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.665,0.6649999,1.0903604,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6650001,1.0899941,0.6649998,1.0907267,0.0000002,0.0007326,1707.689,1029.155,1707.433,1028.656
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.670,0.6700001,1.0598474,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6700002,1.0607256,0.6700000,1.0589692,0.0000002,0.0017564,1718.067,1044.000,1717.800,1044.738
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.675,0.6750000,1.0564309,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6749998,1.0584700,0.6750002,1.0543918,0.0000004,0.0040782,1728.444,1045.144,1728.167,1047.056
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.680,0.6799999,1.0473783,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6799999,1.0478352,0.6799998,1.0469214,0.0000001,0.0009138,1738.822,1050.538,1738.533,1050.839
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.685,0.6850000,1.0395411,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6850000,1.0397082,0.6850000,1.0393740,0.0000000,0.0003342,1749.200,1054.660,1748.900,1054.661
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.690,0.6900001,1.0273291,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6900001,1.0275749,0.6900002,1.0270833,0.0000001,0.0004916,1759.578,1060.814,1759.267,1060.885
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.695,0.6950000,1.0145734,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6950002,1.0150493,0.6949998,1.0140976,0.0000004,0.0009517,1769.956,1067.167,1769.633,1067.461
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.700,0.6999999,1.0045509,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6999998,1.0036179,0.7000000,1.0054838,0.0000002,0.0018659,1780.333,1072.965,1780.000,1071.823
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.705,0.7050001,0.9957558,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7049999,0.9944677,0.7050002,0.9970438,0.0000002,0.0025762,1790.711,1077.606,1790.367,1076.097
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.710,0.7099999,0.9932621,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7100001,0.9939669,0.7099998,0.9925573,0.0000002,0.0014096,1801.089,1077.860,1800.733,1078.369
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.715,0.7150001,0.9942542,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7150002,0.9967074,0.7150000,0.9918009,0.0000002,0.0049065,1811.467,1076.470,1811.100,1078.752
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.720,0.7200000,0.9589572,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7199998,0.9601735,0.7200002,0.9577409,0.0000004,0.0024326,1821.844,1095.000,1821.467,1096.000
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.725,0.7249999,0.9600215,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7249999,0.9602248,0.7249998,0.9598183,0.0000001,0.0004064,1832.222,1094.974,1831.833,1094.948
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.730,0.7300000,0.9551309,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7300000,0.9542587,0.7300000,0.9560032,0.0000000,0.0017445,1842.600,1098.000,1842.200,1096.880
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.735,0.7350001,0.9502183,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7350001,0.9511849,0.7350002,0.9492516,0.0000001,0.0019334,1852.978,1099.559,1852.567,1100.299
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.740,0.7400000,0.9455641,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7400002,0.9457985,0.7399998,0.9453298,0.0000004,0.0004687,1863.356,1102.291,1862.933,1102.285
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.745,0.7449999,0.9412271,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7449998,0.9414708,0.7450000,0.9409834,0.0000002,0.0004874,1873.733,1104.486,1873.300,1104.486
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.750,0.7500001,0.9340337,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7499999,0.9345820,0.7500002,0.9334854,0.0000002,0.0010966,1884.111,1107.980,1883.667,1108.283
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.755,0.7549999,0.9062890,0.0030000,0.0255623,2,two-pass source-only match; ordinate averaged,0.7550001,0.9318513,0.7549998,0.8807267,0.0000002,0.0511246,1894.489,1109.365,1894.033,1135.000
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.760,0.7600001,0.8760827,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7600002,0.8793375,0.7600000,0.8728278,0.0000002,0.0065097,1904.867,1136.000,1904.400,1139.000
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.765,0.7650000,0.8662168,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7649998,0.8694795,0.7650002,0.8629542,0.0000004,0.0065253,1915.244,1141.000,1914.767,1144.000
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.770,0.7699999,0.8563510,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7699999,0.8596215,0.7699998,0.8530806,0.0000001,0.0065409,1925.622,1146.000,1925.133,1149.000
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.775,0.7750000,0.8474725,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7750000,0.8497634,0.7750000,0.8451817,0.0000000,0.0045817,1936.000,1151.000,1935.500,1153.000
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.780,0.7800001,0.8376067,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7800001,0.8399054,0.7800002,0.8353081,0.0000001,0.0045973,1946.378,1156.000,1945.867,1158.000
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.785,0.7850000,0.8287282,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7850002,0.8300473,0.7849998,0.8274092,0.0000004,0.0026382,1956.756,1161.000,1956.233,1162.000
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.790,0.7899999,0.8188624,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7899998,0.8201893,0.7900000,0.8175355,0.0000002,0.0026537,1967.133,1166.000,1966.600,1167.000
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.795,0.7950001,0.8099839,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.7949999,0.8103312,0.7950002,0.8096367,0.0000002,0.0006946,1977.511,1171.000,1976.967,1171.000
359,358,368,0.2,C2,Wigley hull,solid,oscillatory below Fn 0.39; isolated upper broad hump near Fn 0.45,oscillatory left branch and uniquely high broad crest,0.800,0.7999999,0.8001181,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.8000001,0.8004732,0.7999998,0.7997630,0.0000002,0.0007102,1987.889,1176.000,1987.333,1176.000
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.200,0.2000000,1.0788162,0.0030000,0.0288517,2,two-pass source-only match; ordinate averaged,0.2000002,1.0499645,0.1999998,1.1076679,0.0000004,0.0577033,742.556,1049.458,743.333,1020.077
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.205,0.2049999,1.1101428,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2049998,1.1080106,0.2050000,1.1122749,0.0000002,0.0042642,752.933,1020.017,753.700,1017.744
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.210,0.2100001,1.1171339,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2099999,1.1172595,0.2100002,1.1170083,0.0000002,0.0002512,763.311,1015.326,764.067,1015.347
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.215,0.2149999,1.1213355,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2150001,1.1218060,0.2149998,1.1208649,0.0000002,0.0009411,773.689,1013.020,774.433,1013.394
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.220,0.2200001,1.1273163,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2200002,1.1275158,0.2200000,1.1271169,0.0000002,0.0003989,784.067,1010.124,784.800,1010.228
