# source: Mustafa Insel, 1990 PhD thesis, Figures 347--350
# source_location: printed pages 352--353; PDF pages 362--363
# principal-hump window only; source-only two-pass trace
figure,source_printed_page,source_pdf_page,separation_over_length,model,hull,line_style,relative_position_pass_a,relative_position_pass_b,fn_anchor,fn_a,tau_a,fn_b,tau_b,fn_pass_difference,tau_pass_difference,pass_a_x_px,pass_a_y_px,pass_b_x_px,pass_b_y_px,fn,tau,fn_digitization_uncertainty,tau_digitization_uncertainty,pass_count,adjudication
347,352,362,0.2,C3,"round-bilge hull, L/B 7",long dashed,"highest broad crest, displaced right of C2",uppermost right-shifted principal crest,0.550,0.5500000,1.8531298,0.5500000,1.8534307,0.0000000,0.0003009,1979.500,846.613,1979.500,847.374,0.5500000,1.8532802,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.350,0.3499999,1.3979149,0.3500000,1.3995310,0.0000000,0.0016160,1423.722,1155.977,1424.611,1155.118,0.3499999,1.3987230,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.355,0.3550001,1.3379753,0.3549999,1.3103953,0.0000002,0.0275800,1437.617,1196.712,1438.483,1215.552,0.3550000,1.3241853,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.360,0.3600000,1.2869556,0.3600002,1.2870103,0.0000002,0.0000548,1451.511,1231.385,1452.356,1231.407,0.3600001,1.2869829,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.365,0.3650002,1.2503767,0.3650001,1.2504159,0.0000001,0.0000392,1465.406,1256.244,1466.228,1256.218,0.3650001,1.2503963,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.370,0.3700000,1.1845468,0.3700000,1.2079646,0.0000000,0.0234178,1479.300,1300.982,1480.100,1285.000,0.3700000,1.1962557,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.375,0.3749998,1.1540274,0.3749999,1.1538289,0.0000001,0.0001985,1493.194,1321.723,1493.972,1321.704,0.3749999,1.1539281,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.380,0.3800000,1.1595056,0.3799998,1.1681416,0.0000002,0.0086360,1507.089,1318.000,1507.844,1312.000,0.3799999,1.1638236,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.385,0.3849999,1.1698058,0.3850001,1.2079646,0.0000002,0.0381588,1520.983,1311.000,1521.717,1285.000,0.3850000,1.1888852,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.390,0.3900001,1.2100294,0.3900000,1.1998805,0.0000000,0.0101489,1534.878,1283.664,1535.589,1290.481,0.3900001,1.2049550,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.395,0.3949999,1.1904856,0.3950000,1.1928053,0.0000000,0.0023197,1548.772,1296.946,1549.461,1295.278,0.3949999,1.1916454,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.400,0.4000001,1.1679944,0.3999999,1.1675649,0.0000002,0.0004295,1562.667,1312.231,1563.333,1312.391,0.4000000,1.1677797,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.405,0.4050000,1.2173028,0.4050002,1.2404528,0.0000002,0.0231500,1576.561,1278.721,1577.206,1262.973,0.4050001,1.2288778,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.410,0.4100002,1.2558667,0.4100001,1.2584646,0.0000001,0.0025979,1590.456,1252.513,1591.078,1250.761,0.4100001,1.2571656,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.415,0.4150000,1.3041583,0.4150000,1.3400177,0.0000000,0.0358594,1604.350,1219.694,1604.950,1195.468,0.4150000,1.3220880,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.420,0.4199998,1.3581680,0.4199999,1.3638732,0.0000001,0.0057051,1618.244,1182.989,1618.822,1179.294,0.4199999,1.3610206,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.425,0.4250000,1.4032166,0.4249998,1.4051313,0.0000002,0.0019147,1632.139,1152.374,1632.694,1151.321,0.4249999,1.4041739,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.430,0.4299999,1.4286786,0.4300001,1.4298702,0.0000002,0.0011916,1646.033,1135.070,1646.567,1134.548,0.4300000,1.4292744,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.435,0.4350001,1.4448529,0.4350000,1.4452153,0.0000000,0.0003625,1659.928,1124.078,1660.439,1124.144,0.4350001,1.4450341,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.440,0.4399999,1.4455592,0.4400000,1.4402183,0.0000000,0.0053409,1673.822,1123.598,1674.311,1127.532,0.4399999,1.4428887,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.445,0.4450001,1.5037758,0.4449999,1.4689248,0.0000002,0.0348510,1687.717,1084.034,1688.183,1108.069,0.4450000,1.4863503,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.450,0.4500000,1.5032181,0.4500002,1.5042035,0.0000002,0.0009855,1701.611,1084.413,1702.056,1084.150,0.4500001,1.5037108,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.455,0.4550002,1.4995615,0.4550001,1.5006150,0.0000001,0.0010535,1715.506,1086.898,1715.928,1086.583,0.4550001,1.5000883,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.460,0.4600000,1.5053473,0.4600000,1.5063776,0.0000000,0.0010303,1729.400,1082.966,1729.800,1082.676,0.4600000,1.5058624,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.465,0.4649998,1.5114509,0.4649999,1.5120457,0.0000001,0.0005949,1743.294,1078.818,1743.672,1078.833,0.4649999,1.5117483,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.470,0.4700000,1.5179841,0.4699998,1.5187006,0.0000002,0.0007165,1757.189,1074.378,1757.544,1074.321,0.4699999,1.5183423,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.475,0.4749999,1.5192157,0.4750001,1.5197655,0.0000002,0.0005498,1771.083,1073.541,1771.417,1073.599,0.4750000,1.5194906,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.480,0.4800001,1.5236301,0.4800000,1.5244543,0.0000000,0.0008242,1784.978,1070.541,1785.289,1070.420,0.4800001,1.5240422,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.485,0.4849999,1.5261198,0.4850000,1.5269410,0.0000000,0.0008212,1798.872,1068.849,1799.161,1068.734,0.4849999,1.5265304,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.490,0.4900001,1.5284138,0.4899999,1.5290103,0.0000002,0.0005966,1812.767,1067.290,1813.033,1067.331,0.4900000,1.5287120,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.495,0.4950000,1.5283211,0.4950002,1.5290221,0.0000002,0.0007011,1826.661,1067.353,1826.906,1067.323,0.4950001,1.5286716,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.500,0.5000002,1.5333255,0.5000001,1.5339956,0.0000001,0.0006701,1840.556,1063.952,1840.778,1063.951,0.5000001,1.5336605,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.505,0.5050000,1.5360138,0.5050000,1.5372257,0.0000000,0.0012118,1854.450,1062.125,1854.650,1061.761,0.5050000,1.5366197,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.510,0.5099998,1.5386904,0.5099999,1.5397212,0.0000001,0.0010308,1868.344,1060.306,1868.522,1060.069,0.5099999,1.5392058,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.515,0.5150000,1.5428134,0.5149998,1.5434646,0.0000002,0.0006512,1882.239,1057.504,1882.394,1057.531,0.5149999,1.5431390,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.520,0.5199999,1.5462949,0.5200001,1.5467965,0.0000002,0.0005016,1896.133,1055.138,1896.267,1055.272,0.5200000,1.5465457,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.525,0.5250001,1.5518938,0.5250000,1.5527021,0.0000000,0.0008083,1910.028,1051.333,1910.139,1051.268,0.5250001,1.5522979,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.530,0.5299999,1.5615347,0.5300000,1.5605324,0.0000000,0.0010023,1923.922,1044.781,1924.011,1045.959,0.5299999,1.5610336,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.535,0.5350001,1.5649897,0.5349999,1.5659897,0.0000002,0.0010000,1937.817,1042.433,1937.883,1042.259,0.5350000,1.5654897,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.540,0.5400000,1.5698131,0.5400002,1.5704454,0.0000002,0.0006323,1951.711,1039.155,1951.756,1039.238,0.5400001,1.5701293,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.545,0.5450002,1.5745188,0.5450001,1.5747021,0.0000001,0.0001832,1965.606,1035.957,1965.628,1036.352,0.5450001,1.5746104,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C4,"round-bilge hull, L/B 9",dash-dot,"lower central shoulder, then middle descending branch",low central shoulder and shallow rise,0.550,0.5500000,1.5931886,0.5500000,1.5997758,0.0000000,0.0065872,1979.500,1023.269,1979.500,1019.352,0.5500000,1.5964822,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.350,0.3499999,1.3649676,0.3500000,1.3663215,0.0000000,0.0013539,1423.722,1178.368,1424.611,1177.634,0.3499999,1.3656446,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.355,0.3550001,1.2886418,0.3549999,1.2895664,0.0000002,0.0009245,1437.617,1230.239,1438.483,1229.674,0.3550000,1.2891041,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.360,0.3600000,1.2665391,0.3600002,1.2664956,0.0000002,0.0000436,1451.511,1245.260,1452.356,1245.316,0.3600001,1.2665174,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.365,0.3650002,1.2174662,0.3650001,1.2018864,0.0000001,0.0155797,1465.406,1278.610,1466.228,1289.121,0.3650001,1.2096763,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.370,0.3700000,1.1595718,0.3700000,1.1588083,0.0000000,0.0007635,1479.300,1317.955,1480.100,1318.328,0.3700000,1.1591900,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.375,0.3749998,1.1165774,0.3749999,1.1139779,0.0000001,0.0025995,1493.194,1347.174,1493.972,1348.723,0.3749999,1.1152776,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.380,0.3800000,1.1183049,0.3799998,1.1017581,0.0000002,0.0165468,1507.089,1346.000,1507.844,1357.008,0.3799999,1.1100315,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.385,0.3849999,1.1053443,0.3850001,1.1049086,0.0000002,0.0004358,1520.983,1354.808,1521.717,1354.872,0.3850000,1.1051264,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.390,0.3900001,1.1056769,0.3900000,1.1048894,0.0000000,0.0007875,1534.878,1354.582,1535.589,1354.885,0.3900001,1.1052831,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.395,0.3949999,1.1244438,0.3950000,1.1238909,0.0000000,0.0005529,1548.772,1341.828,1549.461,1342.002,0.3949999,1.1241673,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
347,352,362,0.2,C5,"round-bilge hull, L/B 11",dotted,dotted crest below C2 and C3,dotted crest below the two upper curves,0.400,0.4000001,1.1453370,0.3999999,1.1639794,0.0000002,0.0186424,1562.667,1327.629,1563.333,1314.822,0.4000000,1.1546582,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged
